name	name2	chrom	strand	exonCount	intronCount	intron_number	intron_start	intron_end	length
NR_149074.1	LIMS1-AS1	chr2	-	3	2	2	108677491	108678438	947
NR_027467.3	LIMS3	chr2	+	9	8	1	109898910	109903252	4342
NR_027467.3	LIMS3	chr2	+	9	8	2	109903412	109914410	10998
NR_027467.3	LIMS3	chr2	+	9	8	3	109914477	109915951	1474
NR_027467.3	LIMS3	chr2	+	9	8	4	109916072	109916506	434
NR_027467.3	LIMS3	chr2	+	9	8	5	109916656	109919488	2832
NR_027467.3	LIMS3	chr2	+	9	8	6	109919643	109920253	610
NR_027467.3	LIMS3	chr2	+	9	8	7	109920346	109921639	1293
NR_027467.3	LIMS3	chr2	+	9	8	8	109921688	109924347	2659
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	1	109898910	109903252	4342
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	2	109903412	109914410	10998
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	3	109914477	109915951	1474
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	4	109916072	109916506	434
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	5	109916656	109919488	2832
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	6	109919643	109920253	610
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	7	109920346	109921639	1293
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	8	109921688	109924347	2659
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	9	109924423	109933087	8664
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	10	109933205	109934811	1606
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	11	109934894	109936177	1283
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	12	109936338	109936718	380
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	13	109936943	109937974	1031
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	14	109938072	109947363	9291
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	15	109947845	109963468	15623
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	16	109963550	109964687	1137
NR_027145.2	LIMS3-LOC440895	chr2	+	18	17	17	109964802	109968069	3267
NR_038099.1	LIMS4	chr2	-	9	8	1	110447160	110449818	2658
NR_038099.1	LIMS4	chr2	-	9	8	2	110449867	110451160	1293
NR_038099.1	LIMS4	chr2	-	9	8	3	110451253	110451863	610
NR_038099.1	LIMS4	chr2	-	9	8	4	110452018	110454850	2832
NR_038099.1	LIMS4	chr2	-	9	8	5	110455000	110455434	434
NR_038099.1	LIMS4	chr2	-	9	8	6	110455555	110457029	1474
NR_038099.1	LIMS4	chr2	-	9	8	7	110457096	110468094	10998
NR_038099.1	LIMS4	chr2	-	9	8	8	110468254	110472596	4342
NR_046407.1	LIN28B-AS1	chr6	-	3	2	1	104936682	104940177	3495
NR_046407.1	LIN28B-AS1	chr6	-	3	2	2	104940213	104940377	164
NR_163146.1	LIN37	chr19	+	8	7	1	35748758	35752175	3417
NR_163146.1	LIN37	chr19	+	8	7	2	35752251	35752433	182
NR_163146.1	LIN37	chr19	+	8	7	3	35752484	35752803	319
NR_163146.1	LIN37	chr19	+	8	7	4	35752833	35752913	80
NR_163146.1	LIN37	chr19	+	8	7	5	35752999	35754016	1017
NR_163146.1	LIN37	chr19	+	8	7	6	35754157	35754245	88
NR_163146.1	LIN37	chr19	+	8	7	7	35754319	35754392	73
NR_110254.2	LIN54	chr4	-	13	12	1	82928303	82930942	2639
NR_110254.2	LIN54	chr4	-	13	12	2	82931145	82935980	4835
NR_110254.2	LIN54	chr4	-	13	12	3	82936118	82936278	160
NR_110254.2	LIN54	chr4	-	13	12	4	82936381	82937226	845
NR_110254.2	LIN54	chr4	-	13	12	5	82937298	82938412	1114
NR_110254.2	LIN54	chr4	-	13	12	6	82938504	82939538	1034
NR_110254.2	LIN54	chr4	-	13	12	7	82939736	82939888	152
NR_110254.2	LIN54	chr4	-	13	12	8	82939962	82946257	6295
NR_110254.2	LIN54	chr4	-	13	12	9	82946474	82970326	23852
NR_110254.2	LIN54	chr4	-	13	12	10	82970465	82978882	8417
NR_110254.2	LIN54	chr4	-	13	12	11	82979006	82984823	5817
NR_110254.2	LIN54	chr4	-	13	12	12	82984876	83010483	25607
NR_136888.3	LIN7A	chr12	-	7	6	1	80797726	80811464	13738
NR_136888.3	LIN7A	chr12	-	7	6	2	80811683	80845729	34046
NR_136888.3	LIN7A	chr12	-	7	6	3	80845939	80848098	2159
NR_136888.3	LIN7A	chr12	-	7	6	4	80848175	80848250	75
NR_136888.3	LIN7A	chr12	-	7	6	5	80848322	80889250	40928
NR_136888.3	LIN7A	chr12	-	7	6	6	80889369	80937640	48271
NR_170175.1	LINC-PINT	chr7	-	10	9	1	130882736	130884316	1580
NR_170175.1	LINC-PINT	chr7	-	10	9	2	130884396	130912109	27713
NR_170175.1	LINC-PINT	chr7	-	10	9	3	130912152	130945719	33567
NR_170175.1	LINC-PINT	chr7	-	10	9	4	130945835	130978507	32672
NR_170175.1	LINC-PINT	chr7	-	10	9	5	130978528	130984052	5524
NR_170175.1	LINC-PINT	chr7	-	10	9	6	130984109	131002196	18087
NR_170175.1	LINC-PINT	chr7	-	10	9	7	131002320	131052424	50104
NR_170175.1	LINC-PINT	chr7	-	10	9	8	131052555	131107719	55164
NR_170175.1	LINC-PINT	chr7	-	10	9	9	131108803	131109736	933
NR_152602.1	LINC-ROR	chr18	-	5	4	1	57056241	57056400	159
NR_152602.1	LINC-ROR	chr18	-	5	4	2	57056529	57056630	101
NR_152602.1	LINC-ROR	chr18	-	5	4	3	57056686	57069809	13123
NR_152602.1	LINC-ROR	chr18	-	5	4	4	57070003	57071903	1900
NR_024358.1	LINC00028	chr20	+	4	3	1	31486023	31487031	1008
NR_024358.1	LINC00028	chr20	+	4	3	2	31487195	31487281	86
NR_024358.1	LINC00028	chr20	+	4	3	3	31487359	31487475	116
NR_028295.1	LINC00029	chr20	-	4	3	1	63034668	63035282	614
NR_028295.1	LINC00029	chr20	-	4	3	2	63035441	63035564	123
NR_028295.1	LINC00029	chr20	-	4	3	3	63035721	63036047	326
NR_024378.1	LINC00051	chr8	+	3	2	1	142198456	142206684	8228
NR_024378.1	LINC00051	chr8	+	3	2	2	142206875	142208249	1374
NR_026869.1	LINC00052	chr15	+	3	2	1	87577047	87577709	662
NR_026869.1	LINC00052	chr15	+	3	2	2	87577764	87578074	310
NR_024129.2	LINC00092	chr9	-	2	1	1	96021281	96021584	303
NR_037842.1	LINC00102	chrX	-	2	1	1	2613696	2614716	1020
NR_130733.1	LINC00106	chrX	+	3	2	1	1397224	1398824	1600
NR_130733.1	LINC00106	chrX	+	3	2	2	1398958	1399366	408
NR_024367.1	LINC00111	chr21	+	3	2	1	41679510	41688322	8812
NR_024367.1	LINC00111	chr21	+	3	2	2	41688468	41697237	8769
NR_024028.2	LINC00112	chr21	+	3	2	1	41716544	41717000	456
NR_024028.2	LINC00112	chr21	+	3	2	2	41717174	41717341	167
NR_024357.2	LINC00113	chr21	+	4	3	1	27722413	27743392	20979
NR_024357.2	LINC00113	chr21	+	4	3	2	27743504	27745817	2313
NR_024357.2	LINC00113	chr21	+	4	3	3	27746032	27751071	5039
NR_027065.2	LINC00114	chr21	-	7	6	1	38739329	38740315	986
NR_027065.2	LINC00114	chr21	-	7	6	2	38740414	38740883	469
NR_027065.2	LINC00114	chr21	-	7	6	3	38741068	38741320	252
NR_027065.2	LINC00114	chr21	-	7	6	4	38741372	38746298	4926
NR_027065.2	LINC00114	chr21	-	7	6	5	38746416	38747396	980
NR_027065.2	LINC00114	chr21	-	7	6	6	38747460	38773448	25988
NR_024027.2	LINC00158	chr21	-	5	4	1	25386338	25420707	34369
NR_024027.2	LINC00158	chr21	-	5	4	2	25420800	25424553	3753
NR_024027.2	LINC00158	chr21	-	5	4	3	25424649	25429765	5116
NR_024027.2	LINC00158	chr21	-	5	4	4	25430009	25431177	1168
NR_038033.1	LINC00159	chr21	-	2	1	1	32080517	32086203	5686
NR_024351.2	LINC00160	chr21	-	6	5	1	34723953	34724045	92
NR_024351.2	LINC00160	chr21	-	6	5	2	34724196	34732908	8712
NR_024351.2	LINC00160	chr21	-	6	5	3	34733079	34733960	881
NR_024351.2	LINC00160	chr21	-	6	5	4	34734041	34734685	644
NR_024351.2	LINC00160	chr21	-	6	5	5	34734756	34737109	2353
NR_026553.2	LINC00161	chr21	+	2	1	1	28539528	28540052	524
NR_033840.1	LINC00163	chr21	-	2	1	1	44991835	44993903	2068
NR_027346.1	LINC00173	chr12	+	3	2	1	116533616	116536119	2503
NR_027346.1	LINC00173	chr12	+	3	2	2	116536211	116536352	141
NR_026873.1	LINC00174	chr7	-	5	4	1	66380003	66382236	2233
NR_026873.1	LINC00174	chr7	-	5	4	2	66382431	66395878	13447
NR_026873.1	LINC00174	chr7	-	5	4	3	66395956	66399691	3735
NR_026873.1	LINC00174	chr7	-	5	4	4	66399795	66400321	526
NR_033927.1	LINC00184	chr1	+	2	1	1	234629747	234632947	3200
NR_027072.2	LINC00189	chr21	+	2	1	1	29194260	29287983	93723
NR_015376.2	LINC00200	chr10	+	3	2	1	1159990	1160552	562
NR_015376.2	LINC00200	chr10	+	3	2	2	1160637	1162546	1909
NR_026943.1	LINC00205	chr21	+	3	2	1	45288244	45289350	1106
NR_026943.1	LINC00205	chr21	+	3	2	2	45289438	45290470	1032
NR_028409.1	LINC00207	chr22	+	5	4	1	44569441	44569596	155
NR_028409.1	LINC00207	chr22	+	5	4	2	44569663	44570499	836
NR_028409.1	LINC00207	chr22	+	5	4	3	44570588	44571375	787
NR_028409.1	LINC00207	chr22	+	5	4	4	44571492	44572038	546
NR_040035.1	LINC00208	chr8	+	3	2	1	11577317	11578369	1052
NR_040035.1	LINC00208	chr8	+	3	2	2	11578641	11580469	1828
NR_048550.1	LINC00210	chr1	+	4	3	1	217892926	217911757	18831
NR_048550.1	LINC00210	chr1	+	4	3	2	217911981	217918192	6211
NR_048550.1	LINC00210	chr1	+	4	3	3	217918304	217919583	1279
NR_027457.2	LINC00221	chr14	+	3	2	1	106482637	106488767	6130
NR_027457.2	LINC00221	chr14	+	3	2	2	106488961	106494156	5195
NR_033376.1	LINC00222	chr6	+	5	4	1	108751849	108759417	7568
NR_033376.1	LINC00222	chr6	+	5	4	2	108759545	108760301	756
NR_033376.1	LINC00222	chr6	+	5	4	3	108760403	108768390	7987
NR_033376.1	LINC00222	chr6	+	5	4	4	108769570	108769795	225
NR_033375.2	LINC00226	chr14	+	2	1	1	106287966	106288069	103
NR_044991.1	LINC00229	chr22	-	5	4	1	44606645	44606930	285
NR_044991.1	LINC00229	chr22	-	5	4	2	44607048	44622286	15238
NR_044991.1	LINC00229	chr22	-	5	4	3	44622456	44622606	150
NR_044991.1	LINC00229	chr22	-	5	4	4	44622723	44625316	2593
NR_190205.1	LINC00237	chr20	-	4	3	1	21085888	21087943	2055
NR_190205.1	LINC00237	chr20	-	4	3	2	21088030	21093196	5166
NR_190205.1	LINC00237	chr20	-	4	3	3	21093852	21106270	12418
NR_026774.1	LINC00239	chr14	+	4	3	1	101730487	101731356	869
NR_026774.1	LINC00239	chr14	+	4	3	2	101731468	101731787	319
NR_026774.1	LINC00239	chr14	+	4	3	3	101731976	101732235	259
NR_026775.2	LINC00240	chr6	+	3	2	1	26957183	26968457	11274
NR_026775.2	LINC00240	chr6	+	3	2	2	26968522	27023253	54731
NR_026781.1	LINC00242	chr6	-	2	1	1	169791118	169798736	7618
NR_130726.1	LINC00243	chr6	-	2	1	1	30814772	30830514	15742
NR_038901.1	LINC00251	chr8	-	4	3	1	65161769	65172333	10564
NR_038901.1	LINC00251	chr8	-	4	3	2	65172512	65175672	3160
NR_038901.1	LINC00251	chr8	-	4	3	3	65175779	65180197	4418
NR_033914.1	LINC00254	chr16	-	3	2	1	1878710	1883195	4485
NR_033914.1	LINC00254	chr16	-	3	2	2	1883296	1884096	800
NR_001558.3	LINC00261	chr20	-	4	3	1	22565116	22566682	1566
NR_001558.3	LINC00261	chr20	-	4	3	2	22566805	22567793	988
NR_001558.3	LINC00261	chr20	-	4	3	3	22567885	22578509	10624
NR_026999.1	LINC00265	chr7	+	12	11	1	39734044	39767403	33359
NR_026999.1	LINC00265	chr7	+	12	11	2	39767670	39771004	3334
NR_026999.1	LINC00265	chr7	+	12	11	3	39771091	39779270	8179
NR_026999.1	LINC00265	chr7	+	12	11	4	39779385	39780502	1117
NR_026999.1	LINC00265	chr7	+	12	11	5	39780624	39781234	610
NR_026999.1	LINC00265	chr7	+	12	11	6	39781351	39781743	392
NR_026999.1	LINC00265	chr7	+	12	11	7	39781885	39782734	849
NR_026999.1	LINC00265	chr7	+	12	11	8	39782799	39788481	5682
NR_026999.1	LINC00265	chr7	+	12	11	9	39788604	39789353	749
NR_026999.1	LINC00265	chr7	+	12	11	10	39789544	39791593	2049
NR_026999.1	LINC00265	chr7	+	12	11	11	39791651	39791743	92
NR_103715.1	LINC00269	chrX	+	5	4	1	69179645	69201476	21831
NR_103715.1	LINC00269	chrX	+	5	4	2	69201632	69204331	2699
NR_103715.1	LINC00269	chrX	+	5	4	3	69204449	69204890	441
NR_103715.1	LINC00269	chrX	+	5	4	4	69205027	69208251	3224
NR_034131.1	LINC00272	chr1	+	4	3	1	182408032	182408527	495
NR_034131.1	LINC00272	chr1	+	4	3	2	182408607	182409242	635
NR_034131.1	LINC00272	chr1	+	4	3	3	182409360	182414685	5325
NR_103814.2	LINC00276	chr2	-	4	3	1	14232064	14235889	3825
NR_103814.2	LINC00276	chr2	-	4	3	2	14235950	14316968	81018
NR_103814.2	LINC00276	chr2	-	4	3	3	14317103	14400842	83739
NR_046502.1	LINC00278	chrY	+	4	3	1	3003217	3079283	76066
NR_046502.1	LINC00278	chrY	+	4	3	2	3079341	3096994	17653
NR_046502.1	LINC00278	chrY	+	4	3	3	3097056	3102084	5028
NR_138045.1	LINC00279	chrY	+	4	3	1	8638406	8644131	5725
NR_138045.1	LINC00279	chrY	+	4	3	2	8644327	8644678	351
NR_138045.1	LINC00279	chrY	+	4	3	3	8644921	8645053	132
NR_046505.1	LINC00280	chrY	-	3	2	1	6357437	6358683	1246
NR_046505.1	LINC00280	chrY	-	3	2	2	6358826	6361327	2501
NR_033918.1	LINC00290	chr4	-	3	2	1	181064480	181155612	91132
NR_033918.1	LINC00290	chr4	-	3	2	2	181155739	181159075	3336
NR_027012.1	LINC00293	chr8	+	12	11	1	46840935	46841044	109
NR_027012.1	LINC00293	chr8	+	12	11	2	46841126	46842276	1150
NR_027012.1	LINC00293	chr8	+	12	11	3	46842352	46843349	997
NR_027012.1	LINC00293	chr8	+	12	11	4	46843426	46846028	2602
NR_027012.1	LINC00293	chr8	+	12	11	5	46846081	46847975	1894
NR_027012.1	LINC00293	chr8	+	12	11	6	46848100	46848783	683
NR_027012.1	LINC00293	chr8	+	12	11	7	46848901	46849448	547
NR_027012.1	LINC00293	chr8	+	12	11	8	46849530	46850667	1137
NR_027012.1	LINC00293	chr8	+	12	11	9	46850743	46854106	3363
NR_027012.1	LINC00293	chr8	+	12	11	10	46854369	46854469	100
NR_027012.1	LINC00293	chr8	+	12	11	11	46854594	46854763	169
NR_046510.1	LINC00297	chr13	-	2	1	1	29873148	29888028	14880
NR_015405.1	LINC00298	chr2	-	3	2	1	7924348	7968144	43796
NR_015405.1	LINC00298	chr2	-	3	2	2	7968279	7976708	8429
NR_152741.1	LINC00299	chr2	-	10	9	1	8208040	8243564	35524
NR_152741.1	LINC00299	chr2	-	10	9	2	8243641	8287337	43696
NR_152741.1	LINC00299	chr2	-	10	9	3	8287558	8294611	7053
NR_152741.1	LINC00299	chr2	-	10	9	4	8294686	8294773	87
NR_152741.1	LINC00299	chr2	-	10	9	5	8294879	8296839	1960
NR_152741.1	LINC00299	chr2	-	10	9	6	8297233	8299675	2442
NR_152741.1	LINC00299	chr2	-	10	9	7	8299793	8312725	12932
NR_152741.1	LINC00299	chr2	-	10	9	8	8312849	8324541	11692
NR_152741.1	LINC00299	chr2	-	10	9	9	8324684	8328233	3549
NR_026946.1	LINC00301	chr11	+	7	6	1	60615852	60621020	5168
NR_026946.1	LINC00301	chr11	+	7	6	2	60621118	60628288	7170
NR_026946.1	LINC00301	chr11	+	7	6	3	60628408	60649167	20759
NR_026946.1	LINC00301	chr11	+	7	6	4	60649310	60653688	4378
NR_026946.1	LINC00301	chr11	+	7	6	5	60653783	60660721	6938
NR_026946.1	LINC00301	chr11	+	7	6	6	60660775	60686909	26134
NR_145430.1	LINC00302	chr1	+	2	1	1	152655547	152656310	763
NR_027902.2	LINC00303	chr1	-	6	5	1	204033250	204033704	454
NR_027902.2	LINC00303	chr1	-	6	5	2	204033867	204036968	3101
NR_027902.2	LINC00303	chr1	-	6	5	3	204037084	204037460	376
NR_027902.2	LINC00303	chr1	-	6	5	4	204037588	204040264	2676
NR_027902.2	LINC00303	chr1	-	6	5	5	204040394	204041091	697
NR_024347.2	LINC00304	chr16	+	4	3	1	89159390	89159707	317
NR_024347.2	LINC00304	chr16	+	4	3	2	89159881	89160215	334
NR_024347.2	LINC00304	chr16	+	4	3	3	89161559	89163121	1562
NR_190189.1	LINC00305	chr18	-	7	6	1	64080402	64097833	17431
NR_190189.1	LINC00305	chr18	-	7	6	2	64097995	64098576	581
NR_190189.1	LINC00305	chr18	-	7	6	3	64098640	64110854	12214
NR_190189.1	LINC00305	chr18	-	7	6	4	64111107	64111663	556
NR_190189.1	LINC00305	chr18	-	7	6	5	64111810	64148774	36964
NR_190189.1	LINC00305	chr18	-	7	6	6	64148857	64148952	95
NR_038855.1	LINC00307	chr21	-	3	2	1	30209336	30209737	401
NR_038855.1	LINC00307	chr21	-	3	2	2	30209925	30211733	1808
NR_038400.1	LINC00308	chr21	+	6	5	1	22098712	22109445	10733
NR_038400.1	LINC00308	chr21	+	6	5	2	22109553	22111770	2217
NR_038400.1	LINC00308	chr21	+	6	5	3	22111826	22114759	2933
NR_038400.1	LINC00308	chr21	+	6	5	4	22114898	22114977	79
NR_038400.1	LINC00308	chr21	+	6	5	5	22115112	22116335	1223
NR_033837.1	LINC00309	chr2	-	6	5	1	64185742	64189016	3274
NR_033837.1	LINC00309	chr2	-	6	5	2	64189132	64192355	3223
NR_033837.1	LINC00309	chr2	-	6	5	3	64192458	64201227	8769
NR_033837.1	LINC00309	chr2	-	6	5	4	64201358	64202992	1634
NR_033837.1	LINC00309	chr2	-	6	5	5	64203088	64203289	201
NR_027267.1	LINC00310	chr21	+	2	1	1	34180793	34182707	1914
NR_038859.1	LINC00311	chr16	+	3	2	1	85283557	85284997	1440
NR_038859.1	LINC00311	chr16	+	3	2	2	85285963	85287861	1898
NR_026863.1	LINC00313	chr21	-	4	3	1	43462261	43471511	9250
NR_026863.1	LINC00313	chr21	-	4	3	2	43471694	43475971	4277
NR_026863.1	LINC00313	chr21	-	4	3	3	43476039	43478063	2024
NR_027246.1	LINC00314	chr21	+	2	1	1	28013432	28022696	9264
NR_103811.1	LINC00316	chr21	-	2	1	1	45338878	45341824	2946
NR_038872.1	LINC00317	chr21	-	3	2	1	21723774	21727031	3257
NR_038872.1	LINC00317	chr21	-	3	2	2	21727093	21737251	10158
NR_152722.1	LINC00319	chr21	+	5	4	1	43446899	43448766	1867
NR_152722.1	LINC00319	chr21	+	5	4	2	43449070	43450738	1668
NR_152722.1	LINC00319	chr21	+	5	4	3	43450921	43451172	251
NR_152722.1	LINC00319	chr21	+	5	4	4	43452505	43453120	615
NR_024090.2	LINC00320	chr21	-	8	7	1	20743833	20778417	34584
NR_024090.2	LINC00320	chr21	-	8	7	2	20778547	20778642	95
NR_024090.2	LINC00320	chr21	-	8	7	3	20778762	20781348	2586
NR_024090.2	LINC00320	chr21	-	8	7	4	20781474	20781569	95
NR_024090.2	LINC00320	chr21	-	8	7	5	20781661	20782306	645
NR_024090.2	LINC00320	chr21	-	8	7	6	20782446	20786035	3589
NR_024090.2	LINC00320	chr21	-	8	7	7	20786088	20802994	16906
NR_103713.2	LINC00322	chr21	-	3	2	1	43322849	43326158	3309
NR_103713.2	LINC00322	chr21	-	3	2	2	43326240	43331855	5615
NR_024100.1	LINC00323	chr21	-	2	1	1	41143415	41147961	4546
NR_026951.1	LINC00324	chr17	-	3	2	1	8221509	8222292	783
NR_026951.1	LINC00324	chr17	-	3	2	2	8223274	8223811	537
NR_026969.1	LINC00326	chr6	+	4	3	1	133088577	133096509	7932
NR_026969.1	LINC00326	chr6	+	4	3	2	133096563	133100006	3443
NR_026969.1	LINC00326	chr6	+	4	3	3	133100184	133106094	5910
NR_038995.1	LINC00327	chr13	+	3	2	1	23470191	23470513	322
NR_038995.1	LINC00327	chr13	+	3	2	2	23470690	23486234	15544
NR_038433.3	LINC00330	chr13	-	3	2	1	44801005	44804719	3714
NR_038433.3	LINC00330	chr13	-	3	2	2	44805030	44809408	4378
NR_046869.2	LINC00331	chr13	-	5	4	1	78787479	78789516	2037
NR_046869.2	LINC00331	chr13	-	5	4	2	78789584	78792160	2576
NR_046869.2	LINC00331	chr13	-	5	4	3	78792302	78824743	32441
NR_046869.2	LINC00331	chr13	-	5	4	4	78824856	78839939	15083
NR_046870.1	LINC00332	chr13	+	4	3	1	40181862	40186145	4283
NR_046870.1	LINC00332	chr13	+	4	3	2	40186253	40187920	1667
NR_046870.1	LINC00332	chr13	+	4	3	3	40188022	40188458	436
NR_046871.1	LINC00333	chr13	+	7	6	1	84140643	84238539	97896
NR_046871.1	LINC00333	chr13	+	7	6	2	84238600	84242062	3462
NR_046871.1	LINC00333	chr13	+	7	6	3	84242097	84562363	320266
NR_046871.1	LINC00333	chr13	+	7	6	4	84562463	84562608	145
NR_046871.1	LINC00333	chr13	+	7	6	5	84562676	84562791	115
NR_046871.1	LINC00333	chr13	+	7	6	6	84563234	84606705	43471
NR_135279.1	LINC00334	chr21	+	3	2	1	45234506	45243531	9025
NR_135279.1	LINC00334	chr21	+	3	2	2	45243626	45258450	14824
NR_027908.2	LINC00336	chr6	-	2	1	1	33587870	33592996	5126
NR_109761.1	LINC00339	chr1	+	3	2	1	22025639	22027413	1774
NR_109761.1	LINC00339	chr1	+	3	2	2	22027534	22030279	2745
NR_103734.1	LINC00342	chr2	-	3	2	1	95807302	95814049	6747
NR_103734.1	LINC00342	chr2	-	3	2	2	95814145	95824200	10055
NR_120418.1	LINC00343	chr13	+	4	3	1	105706917	105707099	182
NR_120418.1	LINC00343	chr13	+	4	3	2	105707629	105730314	22685
NR_120418.1	LINC00343	chr13	+	4	3	3	105730458	105731447	989
NR_184203.1	LINC00345	chr13	-	3	2	1	52484284	52597172	112888
NR_184203.1	LINC00345	chr13	-	3	2	2	52597295	52600217	2922
NR_034025.1	LINC00347	chr13	+	3	2	1	74552903	74554656	1753
NR_034025.1	LINC00347	chr13	+	3	2	2	74554760	74555224	464
NR_047699.1	LINC00348	chr13	+	4	3	1	71015248	71143185	127937
NR_047699.1	LINC00348	chr13	+	4	3	2	71143236	71167369	24133
NR_047699.1	LINC00348	chr13	+	4	3	3	71167426	71167685	259
NR_046987.1	LINC00349	chr13	+	4	3	1	18538974	18539659	685
NR_046987.1	LINC00349	chr13	+	4	3	2	18539706	18540827	1121
NR_046987.1	LINC00349	chr13	+	4	3	3	18540929	18550289	9360
NR_046989.1	LINC00351	chr13	+	4	3	1	85364095	85533075	168980
NR_046989.1	LINC00351	chr13	+	4	3	2	85533203	85542237	9034
NR_046989.1	LINC00351	chr13	+	4	3	3	85542330	85544375	2045
NR_046991.1	LINC00353	chr13	-	4	3	1	89549211	89551200	1989
NR_046991.1	LINC00353	chr13	-	4	3	2	89551290	89553730	2440
NR_046991.1	LINC00353	chr13	-	4	3	3	89553795	89564331	10536
NR_120401.1	LINC00354	chr13	+	4	3	1	111893574	111899988	6414
NR_120401.1	LINC00354	chr13	+	4	3	2	111900083	111900685	602
NR_120401.1	LINC00354	chr13	+	4	3	3	111900858	111900944	86
NR_145420.1	LINC00355	chr13	-	6	5	1	63987039	63990095	3056
NR_145420.1	LINC00355	chr13	-	6	5	2	63990200	64002384	12184
NR_145420.1	LINC00355	chr13	-	6	5	3	64002409	64003347	938
NR_145420.1	LINC00355	chr13	-	6	5	4	64003465	64034346	30881
NR_145420.1	LINC00355	chr13	-	6	5	5	64034537	64075241	40704
NR_046995.1	LINC00358	chr13	-	2	1	1	62004510	62029258	24748
NR_051966.1	LINC00359	chr13	-	3	2	1	96941799	96955861	14062
NR_051966.1	LINC00359	chr13	-	3	2	2	96955963	96984059	28096
NR_126360.1	LINC00363	chr13	+	4	3	1	93045371	93047026	1655
NR_126360.1	LINC00363	chr13	+	4	3	2	93047096	93056656	9560
NR_126360.1	LINC00363	chr13	+	4	3	3	93056698	93057758	1060
NR_130792.1	LINC00364	chr13	+	3	2	1	67372470	67374864	2394
NR_130792.1	LINC00364	chr13	+	3	2	2	67374965	67379550	4585
NR_046998.1	LINC00365	chr13	-	2	1	1	30105695	30108768	3073
NR_046999.1	LINC00366	chr13	+	4	3	1	38567795	38576657	8862
NR_046999.1	LINC00366	chr13	+	4	3	2	38576702	38578728	2026
NR_046999.1	LINC00366	chr13	+	4	3	3	38578833	38579207	374
NR_104058.1	LINC00367	chr13	-	6	5	1	20938650	20939862	1212
NR_104058.1	LINC00367	chr13	-	6	5	2	20939935	20942140	2205
NR_104058.1	LINC00367	chr13	-	6	5	3	20942245	20942341	96
NR_104058.1	LINC00367	chr13	-	6	5	4	20942600	20947751	5151
NR_104058.1	LINC00367	chr13	-	6	5	5	20947854	20949304	1450
NR_120415.1	LINC00368	chr13	+	3	2	1	111095894	111096669	775
NR_120415.1	LINC00368	chr13	+	3	2	2	111096862	111102697	5835
NR_170228.1	LINC00370	chr13	+	5	4	1	109282277	109286356	4079
NR_170228.1	LINC00370	chr13	+	5	4	2	109286417	109287340	923
NR_170228.1	LINC00370	chr13	+	5	4	3	109287515	109287702	187
NR_170228.1	LINC00370	chr13	+	5	4	4	109287798	109297177	9379
NR_131919.1	LINC00373	chr13	+	5	4	1	88143100	88212340	69240
NR_131919.1	LINC00373	chr13	+	5	4	2	88212439	88214268	1829
NR_131919.1	LINC00373	chr13	+	5	4	3	88214320	88234322	20002
NR_131919.1	LINC00373	chr13	+	5	4	4	88234418	88236002	1584
NR_132367.1	LINC00374	chr13	-	7	6	1	58211827	58215625	3798
NR_132367.1	LINC00374	chr13	-	7	6	2	58215683	58221136	5453
NR_132367.1	LINC00374	chr13	-	7	6	3	58221268	58221865	597
NR_132367.1	LINC00374	chr13	-	7	6	4	58221928	58227556	5628
NR_132367.1	LINC00374	chr13	-	7	6	5	58227616	58229137	1521
NR_132367.1	LINC00374	chr13	-	7	6	6	58229210	58232834	3624
NR_126383.1	LINC00375	chr13	-	6	5	1	85065218	85067999	2781
NR_126383.1	LINC00375	chr13	-	6	5	2	85068028	85075043	7015
NR_126383.1	LINC00375	chr13	-	6	5	3	85075144	85076802	1658
NR_126383.1	LINC00375	chr13	-	6	5	4	85076982	85078761	1779
NR_126383.1	LINC00375	chr13	-	6	5	5	85078920	85148027	69107
NR_126409.1	LINC00376	chr13	-	7	6	1	63183328	63194489	11161
NR_126409.1	LINC00376	chr13	-	7	6	2	63194531	63226978	32447
NR_126409.1	LINC00376	chr13	-	7	6	3	63227068	63232012	4944
NR_126409.1	LINC00376	chr13	-	7	6	4	63232131	63264210	32079
NR_126409.1	LINC00376	chr13	-	7	6	5	63264275	63327247	62972
NR_126409.1	LINC00376	chr13	-	7	6	6	63327355	63328053	698
NR_125770.1	LINC00377	chr13	+	4	3	1	81018460	81020605	2145
NR_125770.1	LINC00377	chr13	+	4	3	2	81020806	81043670	22864
NR_125770.1	LINC00377	chr13	+	4	3	3	81043850	81043966	116
